Gender,Text,Depression
0,@OfficialPRofOZ she sed puerto rican,0
0,@JoeFernandez @klout your not thinking of selling are you?,0
0,"@simX Yeah. I always slow down at the end also, take that! I win.",0
0,"@pornstartweet i wanna go, but I am only 20!!!!",1
1,@LoveMeagan how i mss the snippet hun?..wts it of may i ask?..i wanna hear,0
1,"I know! Big love, true blood and united states of tara have too long of waits between seasons!",0
1,@sensesdestroyer I wanna go to lamb of god,0
1,is sad she has lost her HN arm band...it just disappeared,0
0,set my alarm to wake up... wanted to speak to my sis in Africa on Skype - I miss her sooo much,0
0,awh damn! my puppy has ticks,0
1,"House made me sad. Oh, Kutner",1
0,@_saffron Why not? :[,1
1,Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing &amp; I need to get over him.,1
1,needs hugs/snuggles...,1
0,"@Health4UandPets saw the one with a GSD covered in them, and I could not stop crying. I just bawled and bawled",1
0,Rachel and jessy r making me work out thanks you guy,1
0,I'm wishing I had more time,1
1,@mycaricature The only bit that got me really was when he said Babs was a bad mum I'm sure that hurts her even though she's laughing.,1
1,I am not wanting to go to school tomorrow.,0
0,Used the term &quot;Fail Whale&quot; to a client on a pitch last night. From their incomprehension corp twitter is being done much lower in the org,0
0,@rootbeerfloats8 You hate Billy now?!,0
0,On a 2-day work-week..fast-forward to Thursday please,0
1,@snaprebelx omg i love that show. i would be so mad. i feel ur pain im sorry they spoiled it for u,0
0,Is it possible to die from coughing? It SUCKS being ill,0
1,cant believe i have to go all the way to Barnes for work today....instead of a 5minute walk to St Johns Wood,0
0,@paulieseow hahahahahah i can easily make ice milo but its just not the same,0
1,why do both of my best friends have to be shitty simultaneously? Can u at least take turns hurting my feelings? jerks.. going 2 sleep.,1
1,My #art is regressing...,0
1,@onlysweeter I don't know the dance.,0
1,@laurwee_boo im ok I guess had a hard day,0
0,Jade is looking for a new home..,0
0,damnnn! i missed 11:11,0
0,"@sarahprout tweetfinder hates me and I was having trouble with background on twitter,what do you think?",0
0,@Twilighter4Life lol yeh ill be studying stupid uni. only 2 more weeks and im on holidays! YAY! plus my birthday next week woot,0
0,"@transbay &quot;SFMTA Budget Proposal Hearing: tomorrow, April 7 at 2:00 pm (City Hall, Room 400). Sadly, I cannot attend.&quot; Me neither.",0
1,is afraid that her G.I. notes will not read themselves.,0
1,*Sigh* Rain??? Why did you decide to show up? Move away! You were not invited to the Tuesday-party (this is not the start I hoped for),0
0,"_secretgarden_ I haven't gotten any porn spammers I don't check my followers, but haven't had any tweets like that.",0
0,Somebody is selling the Japan only release of my first album on E Bay for $25. Damn thats it? A classic is worth more than that!,0
0,@charleneli Disqus now integrates conversations on many platforms. haven't heard abt JS-Kit,0
0,and they advertising fake louis bags as 100% authentic on google i'm pissed!,0
0,Can't sleep dam naps lol... and its hot,0
1,Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing.,0
1,"@henrygooden @oddchicken I went there about a month and a half ago, was still open then. Smelt really good, but I was getting sick",0
0,is ready to go to bed..long day tomorrow,0
0,job searching.....FYI: Yahoo HOT JOBS suck! .. im never going to find a job,1
1,"No electricity today, so no tweets.",0
1,@big_think Can Zack tell me how to edit my Bio/Profile? Why create a login at a different co's site to get an answer from BT TechHelp?,0
1,"Morning all, starving and dying for a cuppa but can't cos off to docs for fasting blood test in a little while",0
0,Very tired this morning - no idea why! Great start to the day,0
1,"Morning All, I'm back from my little break from the computer. back to work again today",0
0,At mobilityvic.org launch. No grog nice video from PWC though,0
0,still no &quot;followers&quot; please some1 inform me on how this works????,0
1,misses him right now. i need a hug,1
1,Tried to get up earlier today........didn't work out,0
0,Omg revisions revisions revisions! I feel like I wasted an amazingly beautiful day today doing pointless work,1
0,Foot is out of commission ouch! Running this morning did not help...not smart.,0
0,"About to shower, which I hope will wake me up at last. Oh, and the synth experiments yielded nothing last night",0
0,is really bored and really sleepy...and mad she can't find a custom lanyard maker that wont make me buy 1000000 minimum,0
0,@cmykevin ooh nice! but williams sonoma already got to me.,0
0,I've finally given in. Now at Malaysian restaurant waiting for nasi lemak and teh Tarik. Mereka tak faham bm...,0
0,Waitin 4 the theory test centre 2 open,0
0,"got woken up this mornng at 7am - damn Lorry , van and car accident just outside on our main road also causing car alarms to go off.",0
0,I think I need to get laid. Sad revolution I had earlier rofl,1
0,@ourcitylight that was so sudden!!,0
0,Now i want Amanita ...someone made me feel unliving.,1
0,@lanaRISQUE hahahahhha!! hows your food poisening going? has it gone away?,0
0,@MissxMarisa haven't heard from Hannah at all yet!! it's very disappointing,1
0,@hutsoncap everything alright?,0
0,is procrastinating... i feel ill.. but don't want to go to bed.,0
0,@danielhalpin Gonna try and find a sports bar to watch that at... not got a chance though I don't think,0
0,wants to go home and watch The Hills,0
1,@sarmar I guess I'm out of funny,0
1,@moethebeat aww moe! I was planning on leaving tomorrow evening are you gonna be in town by chance?,0
0,"i wanna write, but i'm not cool enough to make up a storylineee.",0
0,"@Gripping agreed! love the sound, but hates how everyone knows them",0
0,@brendamew2 no art tomorrow. and nice to see you've joined twitter!,0
1,"Sigh, I think my PMS is making my mind totally over-analyse things and making me sad",1
0,@doriantaylor I had one outside my patio. I named him Rex. Then the gardner took him down. RIP Rex,1
0,Ooops. Just ate a panini from W-mart cold that says it needed to be thoroughly cooked. It didn't taste raw. I die nao from f. poisoning?,0
1,Good morning for a very rainy France No gardening for me today.,0
0,"If ever there was a day for staying in bed, today is it",0
1,Got to take Cleo to the vets. Not sure what's wrong with her but she's feeling very sorry for herself.,1
1,"today is day 1 of my fast &amp; i feel i may break b4 i go 2 bed i must hold out til the end of the wk! must stayed focused, wish me luck...",1
1,Extremely jealous...,0
1,@kimmyawesome Ohhhh that sucks I love the summer set.,0
1,@daydee tell it you forgot your password &amp; it will give you a new one. it's the only way I can prevent tons of spam,0
1,bedtime. wake up call at 7am,0
0,So glad I made it through work - with an extra hour too and my paycheck. Still waiting on the one I lost though,0
1,"Mum's been taken to hospital, they don't know what's wrong, she's been vomiting since yesterday. Rushing back to get to the hospital",1
1,congested nose,0
1,Can't sleep. Need to talk to someone.,1
0,"@penalba por favor decime ke no estas involucrado en esa pagina nicatrolls, they're THE CANCER that's killing b",1
1,"too cold and tired to write good twitter. everyone was obeying the cops tonight, total dissappointment. we were so close",1
1,Lifee Gets Worsee Worsee,1
0,@dnwallace - I am shuddering and shaking too,1
1,"Sorting brekkie for the kids then off to the horrible place called work, boohoo",0
0,my condolences to natasha richardson's family,0
1,@LittleYellowJen what do don't think ily?? nawwww,0
0,Where's Derrick,0
1,Needs to stop sleeping all day.. Causes some problems when you're wide awake at 2:45am...,1
1,missed today's ELLEN,1
1,I suddenly miss my Flintstones vitamin tablets SOOOO GOOOOD,0
1,@mattpro13 legitimately good cops out there,0
1,@onlytosee Twitter's been doing that to me tooo.,0
1,@pealuh I think I need to go to Twitterholics Anonymous......,0
1,@lizhenry we haven't heard from her or sha.,0
1,my heart has been broken.,1
1,i forgot how to sleep,1
1,Morning everyone! In serious need of some decent coffee.. why isn't the catering open yet at 08.30?,0
0,@mostazzza Im sorry I've failed you,1
1,@CodaQueen oh wait he does have 1 in Oakland on the 18th. Can't understand why he only has 1 &amp; in Oakland,0
1,is missing talking to my bff on da phone!!!!,1
1,wondering why I am so stupid Need to eat more fish I guess *sigh*...,0
1,i miss my old friends from elementary ans middle school,0
0,@twitter please fix this because it brakes all external twitter avatar searches,0
0,looks like i've missed out on yet another job someone please employ me! Haha,0
0,"@tacce dang, I'll get HOUSE off iTunes. I hear it was a devastating episode",0
1,Wow.... the shout box has kicked me out and I can't get back in. I guess this means good night,0
0,Slideshare's embed code is annoying me. Sorry about the tiny embed #fail,0
1,@Flawless326 Why did my baby have to eat 3 prunes today and now he finally went ! My poor baby,0
1,I'am bored. Nothing to do!,0
1,morning all - 1st appointment of the day - the dentist !,0
0,"@amyserrata he wrote most of the album, but ironically, the singles he did not write",0
0,Someone PLEASE take Gossip Girl away from me. I'm addicted,0
1,good night swetdreamss to everyonee and jared never chat in kyte puff,0
1,Horrible sore throat hurts,0
1,"Time to get dressed, I suppose...gah another workday",0
0,"Not to self: licking off pudding from a seafood fork, not so enjoyable as slowly licking off of a spoon",0
0,All ready to go to the premier and just realized how under dressed I am,1
0,It just makes me happy! over and over again. I wish I wan't afraid to fly,0
0,@Eyrro awwwww bummerr...sorry missed it again,0
0,Waking up to the sound of jackhammers is not a pleasant way to start the day.,0
0,@almostcool i'm off now,1
1,"@jon8737 that just totally made my night, LMAO. They were like screaming at me and I couldn't focus on the 900 mph song",0
1,Nevada is really long and the gas pumps are down But on a good note I just won $5 in a slot machine!! I love to gamble!!!,0
1,@amirrabennett nope. baby's due in 5th may! getting closer but still 1001 things not done,0
0,headache,0
1,is still effinggggg sick when will i get better?! ughh,0
1,Still in bed and dont want to do anything else. University is callung too loud,0
0,seattle is in tents! i miss my T.O. peepz tho,0
0,It just makes me happy! over and over again! I just wish I wasn't afraid to fly,0
1,Errrggggg! My tummy hurts.,0
0,"thought it would be interesting to get F1 updates from Twitter, slightly regretting the decision, I can't see anyone elses's updates",0
1,ripped switcheasy colors,0
0,We failed that song,0
1,poor mel. Feeling your pain.,1
0,Ugh. still working on project just taking a small break,0
0,The one day I have to go to school is the same day something exciting happens at parliament square,0
0,@watko Shockingly not!,0
0,"Today was a less interesting day on Twitter. @cboyack , @igeldard , and @iidiocracy were all kind of quiet today",0
0,@CourtneyBrwn awww thanks.. i hate being sick,0
